,gwb_code_10,gwb_code_8,regio,gm_naam,recs,gwb_code,pst_mvp
8490,WK055321,55321,Wijk 21 Roovers Broek,Lisse,Wijk,WK055321,
8491,BU05532100,5532100,Roovers Broek,Lisse,Buurt,BU05532100,2161.0
8492,GM0556,556,Maassluis,Maassluis,Gemeente,GM0556,
8493,WK055601,55601,Wijk 01 Taanschuurpolder,Maassluis,Wijk,WK055601,
8494,BU05560101,5560101,Taanschuurpolder,Maassluis,Buurt,BU05560101,3143.0
8495,WK055602,55602,Wijk 02 Dijkpolder,Maassluis,Wijk,WK055602,
8496,BU05560201,5560201,Vertobuurt,Maassluis,Buurt,BU05560201,3142.0
8497,BU05560202,5560202,Bloemenbuurt,Maassluis,Buurt,BU05560202,3142.0
8498,BU05560203,5560203,Bomendal,Maassluis,Buurt,BU05560203,3142.0
8499,WK055603,55603,Sluispolder,Maassluis,Wijk,WK055603,
8500,BU05560301,5560301,Sluispolder Oost,Maassluis,Buurt,BU05560301,3141.0
8501,BU05560302,5560302,Sluispolder West,Maassluis,Buurt,BU05560302,3141.0
8502,BU05560303,5560303,Binnenstad,Maassluis,Buurt,BU05560303,3141.0
8503,WK055604,55604,Wijk 04 Kapelpolder,Maassluis,Wijk,WK055604,
8504,BU05560401,5560401,Kapelpolder,Maassluis,Buurt,BU05560401,3144.0
8505,BU05560402,5560402,Componistenbuurt,Maassluis,Buurt,BU05560402,3144.0
8506,BU05560403,5560403,Koningshoek,Maassluis,Buurt,BU05560403,3144.0
8507,BU05560404,5560404,Het Balkon,Maassluis,Buurt,BU05560404,3144.0
8508,BU05560405,5560405,Nieuwe waterweg,Maassluis,Buurt,BU05560405,3144.0
8509,WK055605,55605,Wijk 05 Burgemeesterswijk,Maassluis,Wijk,WK055605,
8510,BU05560501,5560501,Vogelbuurt,Maassluis,Buurt,BU05560501,3145.0
8511,BU05560502,5560502,Burgemeesterswijk,Maassluis,Buurt,BU05560502,3145.0
8512,WK055606,55606,Wijk 06 Steendijkpolder,Maassluis,Wijk,WK055606,
8513,BU05560601,5560601,Steendijkpolder Noord,Maassluis,Buurt,BU05560601,3146.0
8514,BU05560602,5560602,Steendijkpolder Zuid,Maassluis,Buurt,BU05560602,3146.0
8515,WK055607,55607,Wijk 07 Aalkeetpolder,Maassluis,Wijk,WK055607,
8516,BU05560701,5560701,Zuidbuurt,Maassluis,Buurt,BU05560701,3141.0
8517,BU05560702,5560702,De Dijk,Maassluis,Buurt,BU05560702,3143.0
8518,WK055608,55608,Wijk 08 Wilgenrijk,Maassluis,Wijk,WK055608,
8519,BU05560801,5560801,Wilgenrijk,Maassluis,Buurt,BU05560801,3147.0
8520,GM0569,569,Nieuwkoop,Nieuwkoop,Gemeente,GM0569,
8521,WK056900,56900,Wijk 00,Nieuwkoop,Wijk,WK056900,
8522,BU05690000,5690000,Nieuwkoop,Nieuwkoop,Buurt,BU05690000,2421.0
8523,BU05690001,5690001,Noorden (gedeeltelijk),Nieuwkoop,Buurt,BU05690001,2431.0
8524,BU05690002,5690002,Nieuwveenseweg,Nieuwkoop,Buurt,BU05690002,2421.0
8525,BU05690003,5690003,Uitbreiding dorpskern Nieuwkoop,Nieuwkoop,Buurt,BU05690003,2421.0
8526,BU05690004,5690004,Achttienhoven,Nieuwkoop,Buurt,BU05690004,3651.0
8527,BU05690005,5690005,Uitbreiding dorpskern Noorden,Nieuwkoop,Buurt,BU05690005,2431.0
8528,BU05690006,5690006,Woerdense Verlaat,Nieuwkoop,Buurt,BU05690006,3652.0
8529,BU05690008,5690008,Verspreide huizen in het Noorden,Nieuwkoop,Buurt,BU05690008,2421.0
8530,BU05690009,5690009,Verspreide huizen en Nieuwkoop Plassengebied,Nieuwkoop,Buurt,BU05690009,2421.0
8531,WK056901,56901,Wijk 01 Nieuwveen,Nieuwkoop,Wijk,WK056901,
8532,BU05690100,5690100,Nieuwveen,Nieuwkoop,Buurt,BU05690100,2441.0
8533,BU05690101,5690101,Schoterveld,Nieuwkoop,Buurt,BU05690101,2441.0
8534,BU05690104,5690104,Vrouwenakker,Nieuwkoop,Buurt,BU05690104,2441.0
8535,BU05690108,5690108,Verspreide huizen in het Oosten en Zuiden,Nieuwkoop,Buurt,BU05690108,2441.0
8536,BU05690109,5690109,Verspreide huizen in het Noorden,Nieuwkoop,Buurt,BU05690109,2441.0
8537,WK056902,56902,Wijk 02 Zevenhoven,Nieuwkoop,Wijk,WK056902,
8538,BU05690200,5690200,Zevenhoven,Nieuwkoop,Buurt,BU05690200,2435.0
8539,BU05690201,5690201,Noordse Dorp,Nieuwkoop,Buurt,BU05690201,2431.0
8540,BU05690202,5690202,Recreatiegebied,Nieuwkoop,Buurt,BU05690202,2435.0
8541,BU05690203,5690203,Noordse Buurt,Nieuwkoop,Buurt,BU05690203,2432.0
8542,BU05690208,5690208,Verspreide huizen in het Westen,Nieuwkoop,Buurt,BU05690208,2435.0
8543,BU05690209,5690209,Verspreide huizen in het Oosten,Nieuwkoop,Buurt,BU05690209,2435.0
8544,WK056903,56903,Wijk 03 Ter Aar,Nieuwkoop,Wijk,WK056903,
8545,BU05690300,5690300,Ter Aar (buitengebied),Nieuwkoop,Buurt,BU05690300,2461.0
8546,BU05690301,5690301,Langeraar,Nieuwkoop,Buurt,BU05690301,2461.0
8547,BU05690302,5690302,Papenveer,Nieuwkoop,Buurt,BU05690302,2461.0
8548,BU05690303,5690303,Korteraar,Nieuwkoop,Buurt,BU05690303,2461.0
8549,BU05690305,5690305,Ter Aar-Centrum (voorheen Aardam),Nieuwkoop,Buurt,BU05690305,2461.0
8550,BU05690306,5690306,Langeraar-Nieuwbouw,Nieuwkoop,Buurt,BU05690306,2461.0
8551,BU05690309,5690309,Verspreide huizen Ter Aar,Nieuwkoop,Buurt,BU05690309,2461.0
8552,GM0575,575,Noordwijk,Noordwijk,Gemeente,GM0575,
8553,WK057500,57500,Wijk 00 Noordwijk-Binnen,Noordwijk,Wijk,WK057500,
8554,BU05750000,5750000,Dorpskern,Noordwijk,Buurt,BU05750000,2201.0
8555,BU05750001,5750001,Beeklaan-kwartier,Noordwijk,Buurt,BU05750001,2201.0
8556,BU05750002,5750002,Boerenburg en Grashoek,Noordwijk,Buurt,BU05750002,2203.0
8557,BU05750004,5750004,Estec,Noordwijk,Buurt,BU05750004,2201.0
8558,BU05750005,5750005,Dr. Mr. W. van den Berghstichting,Noordwijk,Buurt,BU05750005,2201.0
8559,BU05750009,5750009,Verspreide huizen Zuiden en Oosten,Noordwijk,Buurt,BU05750009,2201.0
8560,WK057501,57501,Wijk 01 Noordwijk Aan Zee,Noordwijk,Wijk,WK057501,
8561,BU05750100,5750100,Dorpskern,Noordwijk,Buurt,BU05750100,2202.0
8562,BU05750101,5750101,Villawijk-Zuid,Noordwijk,Buurt,BU05750101,2202.0
8563,BU05750102,5750102,De Noord,Noordwijk,Buurt,BU05750102,2202.0
8564,BU05750108,5750108,Sancta Maria,Noordwijk,Buurt,BU05750108,2204.0
8565,BU05750109,5750109,Verspreide huizen Langeveld,Noordwijk,Buurt,BU05750109,2204.0
8566,GM0576,576,Noordwijkerhout,Noordwijkerhout,Gemeente,GM0576,
8567,WK057600,57600,Wijk 00,Noordwijkerhout,Wijk,WK057600,
8568,BU05760000,5760000,Noordwijkerhout,Noordwijkerhout,Buurt,BU05760000,2211.0
8569,BU05760001,5760001,Kleine Zilk,Noordwijkerhout,Buurt,BU05760001,2211.0
8570,BU05760002,5760002,Grote Zilk,Noordwijkerhout,Buurt,BU05760002,2191.0
8571,BU05760008,5760008,Verspreide huizen ten zuiden van de gemeente,Noordwijkerhout,Buurt,BU05760008,2211.0
8572,BU05760009,5760009,Verspreide huizen in het Centrum,Noordwijkerhout,Buurt,BU05760009,2211.0
8573,GM0579,579,Oegstgeest,Oegstgeest,Gemeente,GM0579,
8574,WK057900,57900,Wijk 00 Oegstgeest,Oegstgeest,Wijk,WK057900,
8575,BU05790001,5790001,Rhijngeest,Oegstgeest,Buurt,BU05790001,2342.0
8576,BU05790002,5790002,Rijnfront,Oegstgeest,Buurt,BU05790002,2342.0
8577,BU05790003,5790003,Buitengebied,Oegstgeest,Buurt,BU05790003,2343.0
8578,BU05790011,5790011,Oranje Nassau,Oegstgeest,Buurt,BU05790011,2341.0
8579,BU05790012,5790012,Oudenhof,Oegstgeest,Buurt,BU05790012,2343.0
8580,BU05790013,5790013,Bloemenbuurt,Oegstgeest,Buurt,BU05790013,2343.0
8581,BU05790014,5790014,Voscuyl,Oegstgeest,Buurt,BU05790014,2343.0
8582,BU05790015,5790015,Buitenlust,Oegstgeest,Buurt,BU05790015,2341.0
8583,BU05790021,5790021,Haaswijk-West,Oegstgeest,Buurt,BU05790021,2343.0
8584,BU05790022,5790022,Haaswijk-Oost,Oegstgeest,Buurt,BU05790022,2343.0
8585,BU05790023,5790023,De Morsebel,Oegstgeest,Buurt,BU05790023,2343.0
8586,BU05790024,5790024,Poelgeest,Oegstgeest,Buurt,BU05790024,2341.0
8587,GM0584,584,Oud-Beijerland,Oud-Beijerland,Gemeente,GM0584,
8588,WK058400,58400,Wijk 00,Oud-Beijerland,Wijk,WK058400,
8589,BU05840001,5840001,Bedrijventerrein De Bosschen,Oud-Beijerland,Buurt,BU05840001,3261.0
8590,BU05840002,5840002,Oosterse Gorzenwijk,Oud-Beijerland,Buurt,BU05840002,3261.0
8591,BU05840003,5840003,Centrum-Noord,Oud-Beijerland,Buurt,BU05840003,3262.0
8592,BU05840004,5840004,Croonenburghwijk,Oud-Beijerland,Buurt,BU05840004,3261.0
8593,BU05840005,5840005,Centrum-Zuid,Oud-Beijerland,Buurt,BU05840005,3262.0
8594,BU05840006,5840006,Zeeheldenwijk,Oud-Beijerland,Buurt,BU05840006,3262.0
8595,BU05840007,5840007,Zuidwijk,Oud-Beijerland,Buurt,BU05840007,3262.0
8596,BU05840008,5840008,Zoomwijck,Oud-Beijerland,Buurt,BU05840008,3263.0
8597,BU05840009,5840009,Spuioeverwijk,Oud-Beijerland,Buurt,BU05840009,3263.0
8598,BU05840010,5840010,"Bedrijventerrein Langeweg, Rembrandtstraat",Oud-Beijerland,Buurt,BU05840010,3261.0
8599,BU05840011,5840011,Poortwijk,Oud-Beijerland,Buurt,BU05840011,3261.0
8600,BU05840012,5840012,Zinkweg buurtschap,Oud-Beijerland,Buurt,BU05840012,3262.0
8601,BU05840013,5840013,Landelijk gebied,Oud-Beijerland,Buurt,BU05840013,3262.0
8602,GM0585,585,Binnenmaas,Binnenmaas,Gemeente,GM0585,
8603,WK058500,58500,Wijk 00 Heinenoord,Binnenmaas,Wijk,WK058500,
8604,BU05850000,5850000,Heinenoord,Binnenmaas,Buurt,BU05850000,3274.0
8605,BU05850001,5850001,Goidschalxoord,Binnenmaas,Buurt,BU05850001,3274.0
8606,BU05850002,5850002,Blaak,Binnenmaas,Buurt,BU05850002,3274.0
8607,BU05850003,5850003,Uitbreiding Dorp Heinenoord,Binnenmaas,Buurt,BU05850003,3274.0
8608,BU05850004,5850004,Uitbreiding Dorp na 1971,Binnenmaas,Buurt,BU05850004,3274.0
8609,BU05850009,5850009,Verspreide huizen Heinenoord,Binnenmaas,Buurt,BU05850009,3274.0
8610,WK058501,58501,Wijk 01 Mijnsheerenland,Binnenmaas,Wijk,WK058501,
8611,BU05850100,5850100,Mijnsheerenland,Binnenmaas,Buurt,BU05850100,3271.0
8612,BU05850101,5850101,Westdijk,Binnenmaas,Buurt,BU05850101,3271.0
8613,BU05850102,5850102,Stougjesdijk (gedeeltelijk),Binnenmaas,Buurt,BU05850102,3271.0
8614,BU05850103,5850103,Blaaksedijk (gedeeltelijk),Binnenmaas,Buurt,BU05850103,3271.0
8615,BU05850104,5850104,Uitbreiding Dorp,Binnenmaas,Buurt,BU05850104,3271.0
8616,BU05850108,5850108,Verspreide huizen Westmaas-Nieuwlandse polder,Binnenmaas,Buurt,BU05850108,3271.0
8617,BU05850109,5850109,Verspreide huizen Moerkerken,Binnenmaas,Buurt,BU05850109,3271.0
8618,WK058502,58502,Wijk 02 Westmaas,Binnenmaas,Wijk,WK058502,
8619,BU05850200,5850200,Westmaas,Binnenmaas,Buurt,BU05850200,3273.0
8620,BU05850201,5850201,Greup,Binnenmaas,Buurt,BU05850201,3273.0
8621,BU05850202,5850202,Grote Riethure,Binnenmaas,Buurt,BU05850202,3273.0
8622,BU05850208,5850208,Verspreide huizen polder Munnikenland,Binnenmaas,Buurt,BU05850208,3273.0
8623,BU05850209,5850209,Verspreide huizen in het Westen,Binnenmaas,Buurt,BU05850209,3273.0
8624,WK058503,58503,Wijk 03 Maasdam,Binnenmaas,Wijk,WK058503,
8625,BU05850300,5850300,Maasdam,Binnenmaas,Buurt,BU05850300,3299.0
8626,BU05850301,5850301,Cillaarshoek (gedeeltelijk),Binnenmaas,Buurt,BU05850301,3299.0
8627,BU05850302,5850302,Sint Anthoniepolder,Binnenmaas,Buurt,BU05850302,3299.0
8628,BU05850303,5850303,Maasdam nieuwbouw,Binnenmaas,Buurt,BU05850303,3299.0
8629,BU05850304,5850304,Bungalow plan,Binnenmaas,Buurt,BU05850304,3299.0
8630,BU05850307,5850307,Bedrijfsterreinen,Binnenmaas,Buurt,BU05850307,3299.0
8631,BU05850309,5850309,Verspreide huizen Maasdam,Binnenmaas,Buurt,BU05850309,3299.0
8632,WK058504,58504,Wijk 04 Puttershoek,Binnenmaas,Wijk,WK058504,
8633,BU05850400,5850400,"Bebouwde Kom, oud gedeelte",Binnenmaas,Buurt,BU05850400,3297.0
8634,BU05850401,5850401,Rustenburgstraat (gedeeltelijk),Binnenmaas,Buurt,BU05850401,3297.0
8635,BU05850402,5850402,Bebouwde Kom Plan Dorp,Binnenmaas,Buurt,BU05850402,3297.0
8636,BU05850403,5850403,Bebouwde Kom Plan Oudeland,Binnenmaas,Buurt,BU05850403,3297.0
8637,BU05850405,5850405,Plan De Grienden,Binnenmaas,Buurt,BU05850405,3297.0
8638,BU05850406,5850406,Plan Zijdewinde,Binnenmaas,Buurt,BU05850406,3297.0
8639,BU05850408,5850408,Verspreide huizen in het Zuidoosten,Binnenmaas,Buurt,BU05850408,3297.0
8640,BU05850409,5850409,Suikerfabriek en verspreide huizen Noordwesten,Binnenmaas,Buurt,BU05850409,3297.0
8641,WK058505,58505,Wijk 05 's-Gravendeel,Binnenmaas,Wijk,WK058505,
8642,BU05850500,5850500,'s-Gravendeel,Binnenmaas,Buurt,BU05850500,3295.0
8643,BU05850501,5850501,Boendersweg-Strijensedijk (gedeeltelijk),Binnenmaas,Buurt,BU05850501,3295.0
8644,BU05850502,5850502,Nieuw Bonaventura,Binnenmaas,Buurt,BU05850502,3295.0
8645,BU05850503,5850503,Schenkeldijk,Binnenmaas,Buurt,BU05850503,3295.0
8646,BU05850504,5850504,Mijlpolder,Binnenmaas,Buurt,BU05850504,3295.0
8647,BU05850505,5850505,Groot en Klein Koninkrijk,Binnenmaas,Buurt,BU05850505,3295.0
8648,BU05850506,5850506,Schuilingen,Binnenmaas,Buurt,BU05850506,3295.0
8649,BU05850509,5850509,Verspreide huizen 's-Gravendeel,Binnenmaas,Buurt,BU05850509,3295.0
8650,GM0588,588,Korendijk,Korendijk,Gemeente,GM0588,
8651,WK058800,58800,Wijk 00 Nieuw-Beijerland,Korendijk,Wijk,WK058800,
8652,BU05880000,5880000,Nieuw-Beijerland,Korendijk,Buurt,BU05880000,3264.0
8653,BU05880001,5880001,Zuidzijde (gedeeltelijk),Korendijk,Buurt,BU05880001,3264.0
8654,BU05880009,5880009,Verspreide huizen Nieuw-Beijerland,Korendijk,Buurt,BU05880009,3264.0
8655,WK058801,58801,Wijk 01 Piershil,Korendijk,Wijk,WK058801,
8656,BU05880100,5880100,Piershil,Korendijk,Buurt,BU05880100,3265.0
8657,BU05880103,5880103,Zwartsluisje (gedeeltelijk),Korendijk,Buurt,BU05880103,3265.0
8658,BU05880109,5880109,Verspreide huizen Piershil,Korendijk,Buurt,BU05880109,3265.0
8659,WK058802,58802,Wijk 02 Goudswaard,Korendijk,Wijk,WK058802,
8660,BU05880200,5880200,Goudswaard,Korendijk,Buurt,BU05880200,3267.0
8661,BU05880201,5880201,Nieuwendijk (gedeeltelijk),Korendijk,Buurt,BU05880201,3267.0
8662,BU05880202,5880202,Oudendijk,Korendijk,Buurt,BU05880202,3267.0
8663,BU05880208,5880208,Verspreide huizen Eiland Tiengemeten (gedeeltelijk),Korendijk,Buurt,BU05880208,3267.0
8664,BU05880209,5880209,Overige verspreide huizen Goudswaard,Korendijk,Buurt,BU05880209,3267.0
8665,WK058803,58803,Wijk 03 Zuid-Beijerland,Korendijk,Wijk,WK058803,
8666,BU05880300,5880300,Zuid-Beijerland,Korendijk,Buurt,BU05880300,3284.0
8667,BU05880301,5880301,Zwartsluisje (gedeeltelijk),Korendijk,Buurt,BU05880301,3284.0
8668,BU05880302,5880302,Zuidzijde (gedeeltelijk),Korendijk,Buurt,BU05880302,3284.0
