,jaar,wijkcode,buurtcode,fijnstof,roet,no2,woz,stedelijkheid,bevolkingsdichtheid,statuscode
362,2013,WK001405,BU00140510,,0.58,16.78,203,1,566,0.7675
363,2013,WK001408,BU00140510,,0.61,17.53,203,4,916,0.7675
364,2016,WK001405,BU00140510,13.97,0.49,13.95,222,2,234,0.69
365,2016,WK001405,BU00140510,14.24,0.55,16.49,222,2,234,0.69
366,2016,WK001405,BU00140510,14.17,0.52,15.38,222,2,234,0.69
367,2016,WK001408,BU00140510,14.26,0.53,15.1,187,4,856,0.69
368,2015,WK001405,BU00140510,14.72,0.46,12.98,214,2,216,0.725
369,2015,WK001405,BU00140510,14.84,0.51,15.86,214,2,216,0.725
370,2015,WK001405,BU00140510,14.82,0.49,14.94,214,2,216,0.725
371,2015,WK001408,BU00140510,14.82,0.48,14.17,184,4,888,0.725
372,2014,WK001405,BU00140510,16.76,0.47,12.71,186,1,582,0.76
373,2014,WK001405,BU00140510,16.79,0.58,16.06,186,1,582,0.76
374,2014,WK001405,BU00140510,16.75,0.53,15.14,186,1,582,0.76
375,2014,WK001408,BU00140510,17.18,0.61,16.99,196,4,915,0.76
376,2013,WK001405,BU00140808,,0.55,16.06,203,1,566,-0.215
377,2013,WK001405,BU00140808,,0.62,17.53,203,1,566,-0.215
378,2013,WK001405,BU00140808,,0.58,16.78,203,1,566,-0.215
379,2013,WK001408,BU00140808,,0.61,17.53,203,4,916,-0.215
380,2016,WK001405,BU00140808,13.97,0.49,13.95,222,2,234,-0.24
381,2016,WK001405,BU00140808,14.24,0.55,16.49,222,2,234,-0.24
382,2016,WK001405,BU00140808,14.17,0.52,15.38,222,2,234,-0.24
383,2016,WK001408,BU00140808,14.26,0.53,15.1,187,4,856,-0.24
384,2015,WK001405,BU00140808,14.72,0.46,12.98,214,2,216,-0.235
385,2015,WK001405,BU00140808,14.84,0.51,15.86,214,2,216,-0.235
386,2015,WK001405,BU00140808,14.82,0.49,14.94,214,2,216,-0.235
387,2015,WK001408,BU00140808,14.82,0.48,14.17,184,4,888,-0.235
388,2014,WK001405,BU00140808,16.76,0.47,12.71,186,1,582,-0.23
389,2014,WK001405,BU00140808,16.79,0.58,16.06,186,1,582,-0.23
390,2014,WK001405,BU00140808,16.75,0.53,15.14,186,1,582,-0.23
391,2014,WK001408,BU00140808,17.18,0.61,16.99,196,4,915,-0.23
392,2013,WK001405,BU00140511,,0.48,13.34,203,1,566,0.7675
393,2013,WK001407,BU00140511,,0.52,14.6,199,2,2262,0.7675
394,2013,WK001408,BU00140511,,0.59,17.63,203,4,916,0.7675
395,2013,WK001408,BU00140511,,0.58,16.87,203,4,916,0.7675
396,2016,WK001405,BU00140511,13.73,0.44,11.6,222,2,234,0.69
397,2016,WK001407,BU00140511,13.99,0.49,13.62,188,2,2899,0.69
398,2016,WK001408,BU00140511,14.58,0.58,16.62,187,4,856,0.69
399,2016,WK001408,BU00140511,14.26,0.52,14.37,187,4,856,0.69
400,2016,WK001410,BU00140511,14.41,0.55,15.28,125,1,3615,0.69
401,2016,WK001410,BU00140511,14.06,0.48,13.32,125,1,3615,0.69
402,2016,WK001411,BU00140511,14.4,0.55,14.65,139,2,1578,0.69
403,2015,WK001405,BU00140511,14.5,0.4,11.19,214,2,216,0.725
404,2015,WK001407,BU00140511,14.65,0.45,12.99,184,2,2908,0.725
405,2015,WK001408,BU00140511,15.01,0.51,14.97,184,4,888,0.725
406,2015,WK001408,BU00140511,14.78,0.47,13.57,184,4,888,0.725
407,2015,WK001410,BU00140511,14.87,0.5,13.94,121,1,3607,0.725
408,2015,WK001410,BU00140511,14.52,0.42,12.25,121,1,3607,0.725
409,2015,WK001411,BU00140511,14.91,0.5,13.83,137,2,1585,0.725
410,2014,WK001405,BU00140511,16.77,0.49,13.08,186,1,582,0.76
411,2014,WK001407,BU00140511,16.86,0.53,14.38,188,2,2318,0.76
412,2014,WK001408,BU00140511,16.78,0.46,13.02,196,4,915,0.76
413,2014,WK001408,BU00140511,17.12,0.6,16.62,196,4,915,0.76
414,2013,WK001405,BU00140703,,0.48,13.34,203,1,566,-0.7325
415,2013,WK001407,BU00140703,,0.52,14.6,199,2,2262,-0.7325
416,2013,WK001408,BU00140703,,0.59,17.63,203,4,916,-0.7325
417,2013,WK001408,BU00140703,,0.58,16.87,203,4,916,-0.7325
418,2016,WK001405,BU00140703,13.73,0.44,11.6,222,2,234,-0.61
419,2016,WK001407,BU00140703,13.99,0.49,13.62,188,2,2899,-0.61
420,2016,WK001408,BU00140703,14.58,0.58,16.62,187,4,856,-0.61
421,2016,WK001408,BU00140703,14.26,0.52,14.37,187,4,856,-0.61
422,2016,WK001410,BU00140703,14.41,0.55,15.28,125,1,3615,-0.61
423,2016,WK001410,BU00140703,14.06,0.48,13.32,125,1,3615,-0.61
424,2016,WK001411,BU00140703,14.4,0.55,14.65,139,2,1578,-0.61
425,2015,WK001405,BU00140703,14.5,0.4,11.19,214,2,216,-0.625
426,2015,WK001407,BU00140703,14.65,0.45,12.99,184,2,2908,-0.625
427,2015,WK001408,BU00140703,15.01,0.51,14.97,184,4,888,-0.625
428,2015,WK001408,BU00140703,14.78,0.47,13.57,184,4,888,-0.625
429,2015,WK001410,BU00140703,14.87,0.5,13.94,121,1,3607,-0.625
430,2015,WK001410,BU00140703,14.52,0.42,12.25,121,1,3607,-0.625
431,2015,WK001411,BU00140703,14.91,0.5,13.83,137,2,1585,-0.625
432,2014,WK001405,BU00140703,16.77,0.49,13.08,186,1,582,-0.64
433,2014,WK001407,BU00140703,16.86,0.53,14.38,188,2,2318,-0.64
434,2014,WK001408,BU00140703,16.78,0.46,13.02,196,4,915,-0.64
435,2014,WK001408,BU00140703,17.12,0.6,16.62,196,4,915,-0.64
436,2013,WK001405,BU00140802,,0.48,13.34,203,1,566,-0.4325
437,2013,WK001407,BU00140802,,0.52,14.6,199,2,2262,-0.4325
438,2013,WK001408,BU00140802,,0.59,17.63,203,4,916,-0.4325
439,2013,WK001408,BU00140802,,0.58,16.87,203,4,916,-0.4325
440,2016,WK001405,BU00140802,13.73,0.44,11.6,222,2,234,-0.72
441,2016,WK001407,BU00140802,13.99,0.49,13.62,188,2,2899,-0.72
442,2016,WK001408,BU00140802,14.58,0.58,16.62,187,4,856,-0.72
443,2016,WK001408,BU00140802,14.26,0.52,14.37,187,4,856,-0.72
444,2016,WK001410,BU00140802,14.41,0.55,15.28,125,1,3615,-0.72
445,2016,WK001410,BU00140802,14.06,0.48,13.32,125,1,3615,-0.72
446,2016,WK001411,BU00140802,14.4,0.55,14.65,139,2,1578,-0.72
447,2015,WK001405,BU00140802,14.5,0.4,11.19,214,2,216,-0.575
448,2015,WK001407,BU00140802,14.65,0.45,12.99,184,2,2908,-0.575
449,2015,WK001408,BU00140802,15.01,0.51,14.97,184,4,888,-0.575
450,2015,WK001408,BU00140802,14.78,0.47,13.57,184,4,888,-0.575
451,2015,WK001410,BU00140802,14.87,0.5,13.94,121,1,3607,-0.575
452,2015,WK001410,BU00140802,14.52,0.42,12.25,121,1,3607,-0.575
453,2015,WK001411,BU00140802,14.91,0.5,13.83,137,2,1585,-0.575
454,2014,WK001405,BU00140802,16.77,0.49,13.08,186,1,582,-0.43
455,2014,WK001407,BU00140802,16.86,0.53,14.38,188,2,2318,-0.43
456,2014,WK001408,BU00140802,16.78,0.46,13.02,196,4,915,-0.43
457,2014,WK001408,BU00140802,17.12,0.6,16.62,196,4,915,-0.43
458,2013,WK001405,BU00140807,,0.48,13.34,203,1,566,-3.52
459,2013,WK001407,BU00140807,,0.52,14.6,199,2,2262,-3.52
460,2013,WK001408,BU00140807,,0.59,17.63,203,4,916,-3.52
461,2013,WK001408,BU00140807,,0.58,16.87,203,4,916,-3.52
462,2016,WK001405,BU00140807,13.73,0.44,11.6,222,2,234,-3.53
463,2016,WK001407,BU00140807,13.99,0.49,13.62,188,2,2899,-3.53
464,2016,WK001408,BU00140807,14.58,0.58,16.62,187,4,856,-3.53
465,2016,WK001408,BU00140807,14.26,0.52,14.37,187,4,856,-3.53
466,2016,WK001410,BU00140807,14.41,0.55,15.28,125,1,3615,-3.53
467,2016,WK001410,BU00140807,14.06,0.48,13.32,125,1,3615,-3.53
468,2016,WK001411,BU00140807,14.4,0.55,14.65,139,2,1578,-3.53
469,2015,WK001405,BU00140807,14.5,0.4,11.19,214,2,216,-3.5
470,2015,WK001407,BU00140807,14.65,0.45,12.99,184,2,2908,-3.5
471,2015,WK001408,BU00140807,15.01,0.51,14.97,184,4,888,-3.5
472,2015,WK001408,BU00140807,14.78,0.47,13.57,184,4,888,-3.5
473,2015,WK001410,BU00140807,14.87,0.5,13.94,121,1,3607,-3.5
474,2015,WK001410,BU00140807,14.52,0.42,12.25,121,1,3607,-3.5
475,2015,WK001411,BU00140807,14.91,0.5,13.83,137,2,1585,-3.5
476,2014,WK001405,BU00140807,16.77,0.49,13.08,186,1,582,-3.47
477,2014,WK001407,BU00140807,16.86,0.53,14.38,188,2,2318,-3.47
478,2014,WK001408,BU00140807,16.78,0.46,13.02,196,4,915,-3.47
479,2014,WK001408,BU00140807,17.12,0.6,16.62,196,4,915,-3.47
480,2013,WK001405,BU00141003,,0.48,13.34,203,1,566,#N/B
481,2013,WK001407,BU00141003,,0.52,14.6,199,2,2262,#N/B
482,2013,WK001408,BU00141003,,0.59,17.63,203,4,916,#N/B
483,2013,WK001408,BU00141003,,0.58,16.87,203,4,916,#N/B
484,2016,WK001405,BU00141003,13.73,0.44,11.6,222,2,234,#N/B
485,2016,WK001407,BU00141003,13.99,0.49,13.62,188,2,2899,#N/B
486,2016,WK001408,BU00141003,14.58,0.58,16.62,187,4,856,#N/B
487,2016,WK001408,BU00141003,14.26,0.52,14.37,187,4,856,#N/B
488,2016,WK001410,BU00141003,14.41,0.55,15.28,125,1,3615,#N/B
489,2016,WK001410,BU00141003,14.06,0.48,13.32,125,1,3615,#N/B
490,2016,WK001411,BU00141003,14.4,0.55,14.65,139,2,1578,#N/B
491,2015,WK001405,BU00141003,14.5,0.4,11.19,214,2,216,#N/B
492,2015,WK001407,BU00141003,14.65,0.45,12.99,184,2,2908,#N/B
493,2015,WK001408,BU00141003,15.01,0.51,14.97,184,4,888,#N/B
494,2015,WK001408,BU00141003,14.78,0.47,13.57,184,4,888,#N/B
495,2015,WK001410,BU00141003,14.87,0.5,13.94,121,1,3607,#N/B
496,2015,WK001410,BU00141003,14.52,0.42,12.25,121,1,3607,#N/B
497,2015,WK001411,BU00141003,14.91,0.5,13.83,137,2,1585,#N/B
498,2014,WK001405,BU00141003,16.77,0.49,13.08,186,1,582,#N/B
499,2014,WK001407,BU00141003,16.86,0.53,14.38,188,2,2318,#N/B
500,2014,WK001408,BU00141003,16.78,0.46,13.02,196,4,915,#N/B
501,2014,WK001408,BU00141003,17.12,0.6,16.62,196,4,915,#N/B
502,2013,WK001405,BU00141004,,0.48,13.34,203,1,566,-3.7275
503,2013,WK001407,BU00141004,,0.52,14.6,199,2,2262,-3.7275
504,2013,WK001408,BU00141004,,0.59,17.63,203,4,916,-3.7275
505,2013,WK001408,BU00141004,,0.58,16.87,203,4,916,-3.7275
506,2016,WK001405,BU00141004,13.73,0.44,11.6,222,2,234,-3.39
507,2016,WK001407,BU00141004,13.99,0.49,13.62,188,2,2899,-3.39
508,2016,WK001408,BU00141004,14.58,0.58,16.62,187,4,856,-3.39
509,2016,WK001408,BU00141004,14.26,0.52,14.37,187,4,856,-3.39
510,2016,WK001410,BU00141004,14.41,0.55,15.28,125,1,3615,-3.39
511,2016,WK001410,BU00141004,14.06,0.48,13.32,125,1,3615,-3.39
512,2016,WK001411,BU00141004,14.4,0.55,14.65,139,2,1578,-3.39
513,2015,WK001405,BU00141004,14.5,0.4,11.19,214,2,216,-3.45
514,2015,WK001407,BU00141004,14.65,0.45,12.99,184,2,2908,-3.45
515,2015,WK001408,BU00141004,15.01,0.51,14.97,184,4,888,-3.45
516,2015,WK001408,BU00141004,14.78,0.47,13.57,184,4,888,-3.45
517,2015,WK001410,BU00141004,14.87,0.5,13.94,121,1,3607,-3.45
518,2015,WK001410,BU00141004,14.52,0.42,12.25,121,1,3607,-3.45
519,2015,WK001411,BU00141004,14.91,0.5,13.83,137,2,1585,-3.45
520,2014,WK001405,BU00141004,16.77,0.49,13.08,186,1,582,-3.51
521,2014,WK001407,BU00141004,16.86,0.53,14.38,188,2,2318,-3.51
522,2014,WK001408,BU00141004,16.78,0.46,13.02,196,4,915,-3.51
523,2014,WK001408,BU00141004,17.12,0.6,16.62,196,4,915,-3.51
524,2013,WK001405,BU00141107,,0.48,13.34,203,1,566,0.86
525,2013,WK001407,BU00141107,,0.52,14.6,199,2,2262,0.86
526,2013,WK001408,BU00141107,,0.59,17.63,203,4,916,0.86
527,2013,WK001408,BU00141107,,0.58,16.87,203,4,916,0.86
528,2016,WK001405,BU00141107,13.73,0.44,11.6,222,2,234,0.72
529,2016,WK001407,BU00141107,13.99,0.49,13.62,188,2,2899,0.72
530,2016,WK001408,BU00141107,14.58,0.58,16.62,187,4,856,0.72
531,2016,WK001408,BU00141107,14.26,0.52,14.37,187,4,856,0.72
532,2016,WK001410,BU00141107,14.41,0.55,15.28,125,1,3615,0.72
533,2016,WK001410,BU00141107,14.06,0.48,13.32,125,1,3615,0.72
534,2016,WK001411,BU00141107,14.4,0.55,14.65,139,2,1578,0.72
535,2015,WK001405,BU00141107,14.5,0.4,11.19,214,2,216,0.77
536,2015,WK001407,BU00141107,14.65,0.45,12.99,184,2,2908,0.77
537,2015,WK001408,BU00141107,15.01,0.51,14.97,184,4,888,0.77
538,2015,WK001408,BU00141107,14.78,0.47,13.57,184,4,888,0.77
539,2015,WK001410,BU00141107,14.87,0.5,13.94,121,1,3607,0.77
540,2015,WK001410,BU00141107,14.52,0.42,12.25,121,1,3607,0.77
541,2015,WK001411,BU00141107,14.91,0.5,13.83,137,2,1585,0.77
542,2014,WK001405,BU00141107,16.77,0.49,13.08,186,1,582,0.82
543,2014,WK001407,BU00141107,16.86,0.53,14.38,188,2,2318,0.82
544,2014,WK001408,BU00141107,16.78,0.46,13.02,196,4,915,0.82
545,2014,WK001408,BU00141107,17.12,0.6,16.62,196,4,915,0.82
546,2013,WK001405,BU00140504,,0.59,16.2,203,1,566,0.7675
547,2013,WK001408,BU00140504,,0.46,13.36,203,4,916,0.7675
548,2016,WK001405,BU00140504,14.17,0.55,15.83,222,2,234,0.69
549,2016,WK001408,BU00140504,14.36,0.45,12.12,187,4,856,0.69
550,2015,WK001405,BU00140504,14.76,0.5,15.11,214,2,216,0.725
551,2015,WK001408,BU00140504,14.81,0.4,11.28,184,4,888,0.725
552,2014,WK001405,BU00140504,16.86,0.59,16.04,186,1,582,0.76
553,2014,WK001408,BU00140504,16.94,0.48,13.22,196,4,915,0.76
554,2013,WK001405,BU00140803,,0.59,16.2,203,1,566,-0.4325
555,2013,WK001408,BU00140803,,0.46,13.36,203,4,916,-0.4325
556,2016,WK001405,BU00140803,14.17,0.55,15.83,222,2,234,-0.72
557,2016,WK001408,BU00140803,14.36,0.45,12.12,187,4,856,-0.72
558,2015,WK001405,BU00140803,14.76,0.5,15.11,214,2,216,-0.575
559,2015,WK001408,BU00140803,14.81,0.4,11.28,184,4,888,-0.575
560,2014,WK001405,BU00140803,16.86,0.59,16.04,186,1,582,-0.43
561,2014,WK001408,BU00140803,16.94,0.48,13.22,196,4,915,-0.43
562,2013,WK001405,BU00140507,,0.54,15.45,203,1,566,0.7675
563,2016,WK001405,BU00140507,14.2,0.49,13.98,222,2,234,0.69
564,2015,WK001405,BU00140507,14.73,0.45,13.56,214,2,216,0.725
565,2014,WK001405,BU00140507,16.67,0.53,14.85,186,1,582,0.76
566,2013,WK001405,BU00140502,,0.65,17.77,203,1,566,0.7675
567,2016,WK001405,BU00140502,14.5,0.6,17.42,222,2,234,0.69
568,2015,WK001405,BU00140502,15.07,0.56,16.78,214,2,216,0.725
569,2014,WK001405,BU00140502,17.09,0.63,17.22,186,1,582,0.76
570,2013,WK001405,BU00140500,,0.65,17.77,203,1,566,0.7675
571,2016,WK001405,BU00140500,14.72,0.61,17.29,222,2,234,0.69
572,2016,WK001413,BU00140500,13.92,0.49,13.51,230,5,161,0.69
573,2015,WK001405,BU00140500,15.29,0.58,16.73,214,2,216,0.725
574,2015,WK001413,BU00140500,14.65,0.44,13.12,231,5,159,0.725
575,2014,WK001405,BU00140500,17.44,0.64,17.38,186,1,582,0.76
576,2013,WK001405,BU00141301,,0.65,17.77,203,1,566,0.7675
577,2016,WK001405,BU00141301,14.72,0.61,17.29,222,2,234,0.69
578,2016,WK001413,BU00141301,13.92,0.49,13.51,230,5,161,0.69
579,2015,WK001405,BU00141301,15.29,0.58,16.73,214,2,216,0.725
580,2015,WK001413,BU00141301,14.65,0.44,13.12,231,5,159,0.725
581,2014,WK001405,BU00141301,17.44,0.64,17.38,186,1,582,0.76
582,2013,WK001405,BU00140501,,0.58,16.1,203,1,566,0.7675
583,2016,WK001405,BU00140501,14.26,0.53,14.93,222,2,234,0.69
584,2015,WK001405,BU00140501,14.89,0.49,14.19,214,2,216,0.725
585,2014,WK001405,BU00140501,17.07,0.57,15.4,186,1,582,0.76
586,2013,WK001405,BU00140508,,0.49,13.96,203,1,566,0.7675
587,2016,WK001405,BU00140508,13.96,0.45,12.38,222,2,234,0.69
588,2015,WK001405,BU00140508,14.62,0.41,11.98,214,2,216,0.725
589,2014,WK001405,BU00140508,16.74,0.51,13.69,186,1,582,0.76
590,2013,WK001405,BU00140503,,0.82,20.94,203,1,566,0.7675
591,2016,WK001405,BU00140503,15.71,0.77,20.99,222,2,234,0.69
592,2015,WK001405,BU00140503,16.1,0.71,19.99,214,2,216,0.725
593,2014,WK001405,BU00140503,18.24,0.82,20.94,186,1,582,0.76
594,2013,WK001406,BU00140604,,0.6,15.78,191,1,4924,0.6125
595,2016,WK001406,BU00140604,14.85,0.59,15.42,190,1,4404,0.82
596,2015,WK001406,BU00140604,15.39,0.54,14.93,184,1,4351,0.785
597,2014,WK001406,BU00140604,17.48,0.61,15.83,184,1,4994,0.75
598,2013,WK001406,BU00140602,,0.49,13.66,191,1,4924,0.6125
599,2016,WK001406,BU00140602,14.16,0.47,12.59,190,1,4404,0.82
600,2015,WK001406,BU00140602,14.79,0.44,12.2,184,1,4351,0.785
601,2014,WK001406,BU00140602,16.94,0.52,13.74,184,1,4994,0.75
602,2013,WK001406,BU00140605,,0.62,16.65,191,1,4924,-0.465
603,2016,WK001406,BU00140605,14.95,0.61,16.11,190,1,4404,-0.41
604,2015,WK001406,BU00140605,15.48,0.56,15.53,184,1,4351,-0.435
605,2014,WK001406,BU00140605,17.55,0.62,16.58,184,1,4994,-0.46
606,2013,WK001406,BU00140601,,0.51,14.23,191,1,4924,0.6125
607,2016,WK001406,BU00140601,14.24,0.5,13.21,190,1,4404,0.82
608,2015,WK001406,BU00140601,14.86,0.46,12.8,184,1,4351,0.785
609,2014,WK001406,BU00140601,17.03,0.54,14.3,184,1,4994,0.75
610,2013,WK001406,BU00140600,,0.7,18.87,191,1,4924,-0.465
611,2016,WK001406,BU00140600,15.05,0.67,18.69,190,1,4404,-0.41
612,2015,WK001406,BU00140600,15.6,0.63,18.37,184,1,4351,-0.435
613,2014,WK001406,BU00140600,17.63,0.67,17.79,184,1,4994,-0.46
614,2013,WK001406,BU00140606,,0.53,15.17,191,1,4924,-0.465
615,2016,WK001406,BU00140606,14.27,0.53,14.1,190,1,4404,-0.41
616,2015,WK001406,BU00140606,14.91,0.48,13.54,184,1,4351,-0.435
617,2014,WK001406,BU00140606,16.99,0.53,14.71,184,1,4994,-0.46
618,2013,WK001406,BU00140603,,0.49,13.86,191,1,4924,0.6125
619,2016,WK001406,BU00140603,14.14,0.5,12.83,190,1,4404,0.82
620,2015,WK001406,BU00140603,14.8,0.45,12.37,184,1,4351,0.785
621,2014,WK001406,BU00140603,16.98,0.53,14.07,184,1,4994,0.75
622,2013,WK001407,BU00140704,,0.5,14.03,199,2,2262,-0.7325
623,2016,WK001407,BU00140704,13.81,0.47,12.45,188,2,2899,-0.61
624,2015,WK001407,BU00140704,14.49,0.42,11.95,184,2,2908,-0.625
625,2014,WK001407,BU00140704,16.72,0.5,13.55,188,2,2318,-0.64
626,2013,WK001407,BU00140702,,0.5,13.75,199,2,2262,-0.7325
627,2016,WK001407,BU00140702,13.78,0.47,12.35,188,2,2899,-0.61
628,2015,WK001407,BU00140702,14.44,0.42,11.8,184,2,2908,-0.625
629,2014,WK001407,BU00140702,16.67,0.51,13.61,188,2,2318,-0.64
630,2013,WK001407,BU00140705,,0.56,16.8,199,2,2262,-0.7325
631,2013,WK001409,BU00140705,,0.53,15.63,155,3,3096,-0.7325
632,2016,WK001407,BU00140705,14.02,0.52,15,188,2,2899,-0.61
633,2016,WK001409,BU00140705,14.17,0.48,12.86,157,2,2392,-0.61
634,2015,WK001407,BU00140705,14.67,0.48,14.8,184,2,2908,-0.625
635,2015,WK001409,BU00140705,14.63,0.43,12.12,156,2,2406,-0.625
636,2014,WK001407,BU00140705,16.67,0.49,13.76,188,2,2318,-0.64
637,2014,WK001409,BU00140705,17.1,0.56,15.48,148,3,3093,-0.64
638,2013,WK001407,BU00140907,,0.56,16.8,199,2,2262,-0.565
639,2013,WK001409,BU00140907,,0.53,15.63,155,3,3096,-0.565
640,2016,WK001407,BU00140907,14.02,0.52,15,188,2,2899,-0.98
641,2016,WK001409,BU00140907,14.17,0.48,12.86,157,2,2392,-0.98
642,2015,WK001407,BU00140907,14.67,0.48,14.8,184,2,2908,-0.85
643,2015,WK001409,BU00140907,14.63,0.43,12.12,156,2,2406,-0.85
644,2014,WK001407,BU00140907,16.67,0.49,13.76,188,2,2318,-0.72
645,2014,WK001409,BU00140907,17.1,0.56,15.48,148,3,3093,-0.72
646,2013,WK001407,BU00140701,,0.52,14.95,199,2,2262,-0.7325
647,2016,WK001407,BU00140701,14.16,0.51,13.51,188,2,2899,-0.61
648,2015,WK001407,BU00140701,14.81,0.46,12.7,184,2,2908,-0.625
649,2014,WK001407,BU00140701,16.9,0.51,14,188,2,2318,-0.64
650,2013,WK001407,BU00140700,,0.63,17.49,199,2,2262,-0.7325
651,2016,WK001407,BU00140700,14.72,0.59,16.49,188,2,2899,-0.61
652,2015,WK001407,BU00140700,15.29,0.55,15.87,184,2,2908,-0.625
653,2014,WK001407,BU00140700,17.4,0.6,16.43,188,2,2318,-0.64
654,2013,WK001408,BU00140800,,0.5,14.59,203,4,916,-0.565
655,2016,WK001408,BU00140800,14.56,0.47,12.79,187,4,856,-0.98
656,2015,WK001408,BU00140800,14.88,0.42,12.05,184,4,888,-0.85
657,2014,WK001408,BU00140800,17.2,0.53,14.57,196,4,915,-0.72
658,2013,WK001408,BU00140804,,0.45,12.86,203,4,916,-0.565
659,2013,WK001409,BU00140804,,0.75,21.42,155,3,3096,-0.565
660,2016,WK001408,BU00140804,14.3,0.43,11.3,187,4,856,-0.98
661,2016,WK001409,BU00140804,15.12,0.67,18.48,157,2,2392,-0.98
662,2016,WK001411,BU00140804,14.5,0.56,15.59,139,2,1578,-0.98
663,2015,WK001408,BU00140804,14.74,0.38,10.6,184,4,888,-0.85
664,2015,WK001409,BU00140804,15.43,0.6,16.82,156,2,2406,-0.85
665,2015,WK001411,BU00140804,14.97,0.52,14.94,137,2,1585,-0.85
666,2014,WK001408,BU00140804,16.95,0.48,12.85,196,4,915,-0.72
667,2014,WK001409,BU00140804,17.69,0.72,19.29,148,3,3093,-0.72
668,2013,WK001408,BU00140903,,0.45,12.86,203,4,916,-3.52
669,2013,WK001409,BU00140903,,0.75,21.42,155,3,3096,-3.52
670,2016,WK001408,BU00140903,14.3,0.43,11.3,187,4,856,-3.53
671,2016,WK001409,BU00140903,15.12,0.67,18.48,157,2,2392,-3.53
672,2016,WK001411,BU00140903,14.5,0.56,15.59,139,2,1578,-3.53
673,2015,WK001408,BU00140903,14.74,0.38,10.6,184,4,888,-3.5
674,2015,WK001409,BU00140903,15.43,0.6,16.82,156,2,2406,-3.5
675,2015,WK001411,BU00140903,14.97,0.52,14.94,137,2,1585,-3.5
676,2014,WK001408,BU00140903,16.95,0.48,12.85,196,4,915,-3.47
677,2014,WK001409,BU00140903,17.69,0.72,19.29,148,3,3093,-3.47
678,2013,WK001408,BU00141105,,0.45,12.86,203,4,916,1.3675
679,2013,WK001409,BU00141105,,0.75,21.42,155,3,3096,1.3675
680,2016,WK001408,BU00141105,14.3,0.43,11.3,187,4,856,1.45
681,2016,WK001409,BU00141105,15.12,0.67,18.48,157,2,2392,1.45
682,2016,WK001411,BU00141105,14.5,0.56,15.59,139,2,1578,1.45
683,2015,WK001408,BU00141105,14.74,0.38,10.6,184,4,888,1.5
684,2015,WK001409,BU00141105,15.43,0.6,16.82,156,2,2406,1.5
685,2015,WK001411,BU00141105,14.97,0.52,14.94,137,2,1585,1.5
686,2014,WK001408,BU00141105,16.95,0.48,12.85,196,4,915,1.55
687,2014,WK001409,BU00141105,17.69,0.72,19.29,148,3,3093,1.55
688,2013,WK001408,BU00140812,,0.54,15.94,203,4,916,-0.215
689,2016,WK001408,BU00140812,14.16,0.51,14.27,187,4,856,-0.24
690,2015,WK001408,BU00140812,14.77,0.46,13.53,184,4,888,-0.235
691,2014,WK001408,BU00140812,17.1,0.55,15.99,196,4,915,-0.23
692,2013,WK001408,BU00140810,,0.53,15.75,203,4,916,-0.215
693,2016,WK001408,BU00140810,14.1,0.51,14.31,187,4,856,-0.24
694,2015,WK001408,BU00140810,14.69,0.46,13.67,184,4,888,-0.235
695,2014,WK001408,BU00140810,16.99,0.54,15.69,196,4,915,-0.23
696,2013,WK001408,BU00140806,,0.51,14.94,203,4,916,1.955
697,2016,WK001408,BU00140806,14.15,0.45,11.83,187,4,856,1.88
698,2015,WK001408,BU00140806,14.59,0.4,11.1,184,4,888,1.915
699,2014,WK001408,BU00140806,16.99,0.51,13.9,196,4,915,1.95
700,2013,WK001408,BU00140801,,0.53,16.02,203,4,916,-0.4325
701,2016,WK001408,BU00140801,14.34,0.51,14.26,187,4,856,-0.72
702,2015,WK001408,BU00140801,14.82,0.47,13.34,184,4,888,-0.575
703,2014,WK001408,BU00140801,16.96,0.51,14.45,196,4,915,-0.43
704,2013,WK001408,BU00140805,,0.47,13.61,203,4,916,1.955
705,2016,WK001408,BU00140805,14.05,0.43,11.42,187,4,856,1.88
706,2015,WK001408,BU00140805,14.52,0.39,10.7,184,4,888,1.915
707,2014,WK001408,BU00140805,16.87,0.49,13.02,196,4,915,1.95
708,2013,WK001408,BU00140809,,0.55,16.09,203,4,916,-0.4325
709,2016,WK001408,BU00140809,14.18,0.49,13.39,187,4,856,-0.72
710,2015,WK001408,BU00140809,14.73,0.44,12.69,184,4,888,-0.575
711,2014,WK001408,BU00140809,17.15,0.56,16.08,196,4,915,-0.43
712,2013,WK001409,BU00140901,,0.63,17.99,155,3,3096,-3.52
713,2016,WK001409,BU00140901,14.58,0.56,15.29,157,2,2392,-3.53
714,2015,WK001409,BU00140901,15.01,0.52,14.41,156,2,2406,-3.5
715,2014,WK001409,BU00140901,17.39,0.66,17.92,148,3,3093,-3.47
716,2013,WK001409,BU00140902,,0.6,17.68,155,3,3096,-3.52
717,2016,WK001409,BU00140902,14.28,0.53,14.94,157,2,2392,-3.53
718,2015,WK001409,BU00140902,14.79,0.48,14.03,156,2,2406,-3.5
719,2014,WK001409,BU00140902,17.05,0.62,17.24,148,3,3093,-3.47
720,2013,WK001409,BU00140906,,0.52,15.39,155,3,3096,-0.565
721,2016,WK001409,BU00140906,14.25,0.48,12.58,157,2,2392,-0.98
722,2015,WK001409,BU00140906,14.67,0.43,11.77,156,2,2406,-0.85
